Effect,Dx_desc,chapter,outcome,OddsRatioEst,LowerCL,UpperCL,impute_flag
PDx_P70toP74,Transitory endocrine and metabolic disorders specific to fetus and newborn,Chp16_PDx,COMGENCategory_Num,1.0261251,0.270963,3.7133712,1
PDx_P50toP61,Haemorrhagic and haematological disorders of fetus and newborn,Chp16_PDx,COMGENCategory_Num,0.8258481,0.23562,2.686068,1
PDx_P35toP39,Infections specific to the perinatal period,Chp16_PDx,COMGENCategory_Num,0.9978507,0.2662506,3.5484372,1
PDx_P20toP29,Respiratory and cardiovascular disorders specific to the perinatal period,Chp16_PDx,COMGENCategory_Num,1.2464298,0.5030487,2.768535,1
PDx_P10toP15,Birth trauma,Chp16_PDx,COMGENCategory_Num,1.1215512,0.2862783,4.2776811,1
PDx_P05toP08,Disorders related to length of gestation and fetal growth,Chp16_PDx,COMGENCategory_Num,1.1156607,0.2851002,4.2423381,1
PDx_P00toP04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",Chp16_PDx,COMGENCategory_Num,1.0614681,0.2768535,3.9796218,1
PDx_N99toN99,Other disorders of genitourinary tract,Chp14_PDx,COMGENCategory_Num,0.718641,0.2144142,2.1712383,1
PDx_N80toN98,Noninflammatory disorders of female genital tract,Chp14_PDx,COMGENCategory_Num,0.7209972,0.2167704,2.1417858,1
PDx_N70toN77,Inflammatory diseases of female pelvic organs,Chp14_PDx,COMGENCategory_Num,0.6055434,0.1908522,1.7106012,1
PDx_N60toN64,Disorders of breast,Chp14_PDx,COMGENCategory_Num,1.0579338,0.3699234,2.7072738,1
PDx_N40toN51,Diseases of male genital organs,Chp14_PDx,COMGENCategory_Num,1.2299364,1.0225908,1.4679126,1
PDx_N30toN39,Other diseases of urinary system,Chp14_PDx,COMGENCategory_Num,1.3654179,1.1203731,1.64934,1
PDx_N25toN29,Other disorders of kidney and ureter,Chp14_PDx,COMGENCategory_Num,0.7586964,0.223839,2.2902264,1
PDx_N20toN23,Urolithiasis,Chp14_PDx,COMGENCategory_Num,1.4902965,0.4135131,4.9774725,1
PDx_N17toN19,Renal failure,Chp14_PDx,COMGENCategory_Num,1.0355499,0.2733192,3.7310427,1
PDx_N10toN16,Renal tubulo-interstitial diseases,Chp14_PDx,COMGENCategory_Num,0.8670816,0.4665276,1.4973651,1
PDx_N00toN08,Glomerular diseases,Chp14_PDx,COMGENCategory_Num,1.1168388,0.4818429,2.3656248,1
PDx_M91toM94,Chondropathies,Chp13_PDx,COMGENCategory_Num,1.1757438,0.3993759,3.1243212,1
PDx_M86toM90,Other osteopathies,Chp13_PDx,COMGENCategory_Num,0.8941779,0.4205817,1.7259165,1
PDx_M80toM85,Disorders of bone density and structure,Chp13_PDx,COMGENCategory_Num,1.8873162,0.7622307,4.2376257,1
PDx_M70toM79,Other soft tissue disorders,Chp13_PDx,COMGENCategory_Num,0.8293824,0.4170474,1.5256395,1
PDx_M65toM68,Disorders of synovium and tendon,Chp13_PDx,COMGENCategory_Num,1.2028401,0.7810803,1.7824653,1
PDx_M60toM63,Disorders of muscles,Chp13_PDx,COMGENCategory_Num,1.519749,0.7021476,3.0241827,1
PDx_M50toM54,Other dorsopathies,Chp13_PDx,COMGENCategory_Num,0.7940394,0.2662506,2.1005523,1
PDx_M45toM49,Spondylopathies,Chp13_PDx,COMGENCategory_Num,1.5975036,0.5077611,4.4897391,1
PDx_M40toM43,Deforming dorsopathies,Chp13_PDx,COMGENCategory_Num,2.3538438,0.9860697,5.1306255,1
PDx_M20toM25,Other joint disorders,Chp13_PDx,COMGENCategory_Num,1.460844,0.9130275,2.23839,1
PDx_M15toM19,Arthrosis,Chp13_PDx,COMGENCategory_Num,1.1580723,0.2921688,4.5521784,1
PDx_M05toM14,Inflammatory polyarthropathies,Chp13_PDx,COMGENCategory_Num,1.3218282,0.5937624,2.6789994,1
PDx_M00toM03,Infectious arthropathies,Chp13_PDx,COMGENCategory_Num,1.1745657,0.5372136,2.3349942,1
PDx_L80toL99,Other disorders of the skin and subcutaneous tissue,Chp12_PDx,COMGENCategory_Num,1.4773374,0.9224523,2.2690206,1
PDx_L60toL75,Disorders of skin appendages,Chp12_PDx,COMGENCategory_Num,0.6467769,0.2862783,1.3041567,1
PDx_L55toL59,Radiation-related disorders of the skin and subcutaneous tissue,Chp12_PDx,COMGENCategory_Num,1.0355499,0.3192651,3.0783753,1
PDx_L50toL54,Urticaria and erythema,Chp12_PDx,COMGENCategory_Num,0.9106713,0.5548851,1.4231448,1
PDx_L40toL45,Papulosquamous disorders,Chp12_PDx,COMGENCategory_Num,2.2277871,0.8058204,5.6372085,1
PDx_L20toL30,Dermatitis and eczema,Chp12_PDx,COMGENCategory_Num,1.437282,0.9990288,2.0157291,1
PDx_L10toL14,Bullous disorders,Chp12_PDx,COMGENCategory_Num,1.001385,0.2662506,3.6462195,1
PDx_L00toL08,Infections of the skin and subcutaneous tissue,Chp12_PDx,COMGENCategory_Num,1.437282,1.2228678,1.6799706,1
PDx_K90toK93,Other diseases of the digestive system,Chp11_PDx,COMGENCategory_Num,0.9577953,0.5760909,1.5067899,1
PDx_K80toK87,"Disorders of gallbladder, biliary tract and pancreas",Chp11_PDx,COMGENCategory_Num,1.5821883,0.553707,4.1068566,1
PDx_K70toK77,Diseases of liver,Chp11_PDx,COMGENCategory_Num,0.8458758,0.2403324,2.7402606,1
PDx_K65toK67,Diseases of peritoneum,Chp11_PDx,COMGENCategory_Num,1.0626462,0.2780316,3.8900862,1
PDx_K55toK63,Other diseases of intestines,Chp11_PDx,COMGENCategory_Num,1.1804562,0.8847531,1.5492015,1
PDx_K50toK52,Noninfective enteritis and colitis,Chp11_PDx,COMGENCategory_Num,0.7080381,0.3098403,1.4514192,1
PDx_K40toK46,Hernia,Chp11_PDx,COMGENCategory_Num,1.1910591,0.9790011,1.4384601,1
PDx_K35toK38,Diseases of appendix,Chp11_PDx,COMGENCategory_Num,1.2735261,0.9012465,1.7577252,1
PDx_K20toK31,"Diseases of oesophagus, stomach and duodenum",Chp11_PDx,COMGENCategory_Num,1.1922372,0.8776845,1.5869007,1
PDx_K00toK14,"Diseases of oral cavity, salivary glands and jaws",Chp11_PDx,COMGENCategory_Num,1.6163532,1.4679126,1.7777529,1
PDx_J95toJ99,Other diseases of the respiratory system,Chp10_PDx,COMGENCategory_Num,1.0284813,0.6856542,1.4914746,1
PDx_J90toJ94,Other diseases of pleura,Chp10_PDx,COMGENCategory_Num,1.3948704,0.3946635,4.6157958,1
PDx_J85toJ86,Suppurative and necrotic conditions of lower respiratory tract,Chp10_PDx,COMGENCategory_Num,1.41372,0.3993759,4.6134396,1
PDx_J80toJ84,Other respiratory diseases principally affecting the interstitium,Chp10_PDx,COMGENCategory_Num,1.967427,0.5819814,6.2156556,1
PDx_J60toJ70,Lung diseases due to external agents,Chp10_PDx,COMGENCategory_Num,0.7810803,0.2285514,2.4139269,1
PDx_J40toJ47,Chronic lower respiratory diseases,Chp10_PDx,COMGENCategory_Num,1.1686752,1.0591119,1.2864852,1
PDx_J30toJ39,Other diseases of upper respiratory tract,Chp10_PDx,COMGENCategory_Num,1.0897425,0.9884259,1.1993058,1
PDx_J20toJ22,Other acute lower respiratory infections,Chp10_PDx,COMGENCategory_Num,1.3618836,1.2440736,1.4891184,1
PDx_J10toJ18,Influenza and pneumonia,Chp10_PDx,COMGENCategory_Num,1.2452517,1.0979892,1.4066514,1
PDx_J00toJ06,Acute upper respiratory infections,Chp10_PDx,COMGENCategory_Num,1.225224,1.1180169,1.3406778,1
PDx_I95toI99,Other and unspecified disorders of the circulatory system,Chp09_PDx,COMGENCategory_Num,1.5986817,0.4323627,5.6042217,1
PDx_I80toI89,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",Chp09_PDx,COMGENCategory_Num,1.307691,0.8682597,1.9061658,1
PDx_I70toI79,"Diseases of arteries, arterioles and capillaries",Chp09_PDx,COMGENCategory_Num,1.6399152,0.5160078,4.665276,1
PDx_I60toI69,Cerebrovascular diseases,Chp09_PDx,COMGENCategory_Num,1.213443,0.3616767,3.6532881,1
PDx_I30toI52,Other forms of heart disease,Chp09_PDx,COMGENCategory_Num,1.3347873,0.5348574,2.9841273,1
PDx_I26toI28,Pulmonary heart disease and diseases of pulmonary circulation,Chp09_PDx,COMGENCategory_Num,1.1333322,0.2886345,4.3837101,1
PDx_I10toI15,Hypertensive diseases,Chp09_PDx,COMGENCategory_Num,0.7963956,0.2309076,2.4881472,1
PDx_I00toI02,Acute rheumatic fever,Chp09_PDx,COMGENCategory_Num,1.1404008,0.2886345,4.4261217,1
PDx_H90toH95,Other disorders of ear,Chp08_PDx,COMGENCategory_Num,1.9309059,1.2299364,2.9275785,1
PDx_H80toH83,Diseases of inner ear,Chp08_PDx,COMGENCategory_Num,0.7916832,0.2297295,2.4716538,1
PDx_H65toH75,Diseases of middle ear and mastoid,Chp08_PDx,COMGENCategory_Num,1.5303519,1.3748427,1.6999983,1
PDx_H60toH62,Diseases of external ear,Chp08_PDx,COMGENCategory_Num,1.2464298,0.695079,2.1076209,1
PDx_H55toH59,Other disorders of eye and adnexa,Chp07_PDx,COMGENCategory_Num,1.4090076,0.5112954,3.4812855,1
PDx_H53toH54,Visual disturbances and blindness,Chp07_PDx,COMGENCategory_Num,1.1356884,0.3451833,3.3658317,1
PDx_H49toH52,"Disorders of ocular muscles, binocular movement, accommodation and refraction",Chp07_PDx,COMGENCategory_Num,1.036728,0.7045038,1.4773374,1
PDx_H46toH48,Disorders of optic nerve and visual pathways,Chp07_PDx,COMGENCategory_Num,1.5503796,0.424116,5.3061624,1
PDx_H43toH45,Disorders of vitreous body and globe,Chp07_PDx,COMGENCategory_Num,0.94248,0.2580039,3.2197473,1
PDx_H40toH42,Glaucoma,Chp07_PDx,COMGENCategory_Num,0.8918217,0.2462229,3.0642381,1
PDx_H30toH36,Disorders of choroid and retina,Chp07_PDx,COMGENCategory_Num,1.484406,0.412335,4.9975002,1
PDx_H25toH28,Disorders of lens,Chp07_PDx,COMGENCategory_Num,0.9177399,0.2921688,2.6259849,1
PDx_H15toH22,"Disorders of sclera, cornea, iris and ciliary body",Chp07_PDx,COMGENCategory_Num,1.9839204,0.7834365,4.6358235,1
PDx_H10toH13,Disorders of conjunctiva,Chp07_PDx,COMGENCategory_Num,0.7622307,0.2839221,1.8130959,1
PDx_H00toH06,"Disorders of eyelid, lacrimal system and orbit",Chp07_PDx,COMGENCategory_Num,1.1910591,0.8647254,1.6057503,1
PDx_G90toG99,Other disorders of the nervous system,Chp06_PDx,COMGENCategory_Num,1.5727635,0.6503112,3.4577235,1
PDx_G80toG83,Cerebral palsy and other paralytic syndromes,Chp06_PDx,COMGENCategory_Num,0.8093547,0.2320857,2.5859295,1
PDx_G70toG73,Diseases of myoneural junction and muscle,Chp06_PDx,COMGENCategory_Num,1.0402623,0.2744973,3.7404675,1
PDx_G60toG64,Polyneuropathies and other disorders of the peripheral nervous system,Chp06_PDx,COMGENCategory_Num,0.7598745,0.223839,2.309076,1
PDx_G50toG59,"Nerve, nerve root and plexus disorders",Chp06_PDx,COMGENCategory_Num,1.0685367,0.329868,3.086622,1
PDx_G40toG47,Episodic and paroxysmal disorders,Chp06_PDx,COMGENCategory_Num,1.3524588,1.1722095,1.5527358,1
PDx_G20toG26,Extrapyramidal and movement disorders,Chp06_PDx,COMGENCategory_Num,2.9287566,1.1792781,6.691608,1
PDx_G10toG13,Systemic atrophies primarily affecting the central nervous system,Chp06_PDx,COMGENCategory_Num,0.9271647,0.2556477,3.1184307,1
PDx_G00toG09,Inflammatory diseases of the central nervous system,Chp06_PDx,COMGENCategory_Num,1.0638243,0.5124735,2.0216196,1
PDx_F99toF99,Unspecified mental disorder,Chp05_PDx,COMGENCategory_Num,1.1274417,0.2874564,4.3412985,1
PDx_F90toF98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,Chp05_PDx,COMGENCategory_Num,1.0979892,0.5030487,2.179485,1
PDx_F80toF89,Disorders of psychological development,Chp05_PDx,COMGENCategory_Num,3.2362407,1.3512807,7.2406026,1
PDx_F70toF79,Mental retardation,Chp05_PDx,COMGENCategory_Num,1.7483004,0.4571028,6.4394946,1
PDx_F60toF69,Disorders of adult personality and behaviour,Chp05_PDx,COMGENCategory_Num,1.1616066,0.2921688,4.5757404,1
PDx_F50toF59,Behavioural syndromes associated with physiological disturbances and physical factors,Chp05_PDx,COMGENCategory_Num,0.5619537,0.2886345,1.001385,1
PDx_F40toF48,"Neurotic, stress-related and somatoform disorders",Chp05_PDx,COMGENCategory_Num,1.5397767,0.4900896,4.3695729,1
PDx_F30toF39,Mood [affective] disorders,Chp05_PDx,COMGENCategory_Num,1.0920987,0.2815659,4.1033223,1
PDx_F10toF19,Mental and behavioural disorders due to psychoactive substance use,Chp05_PDx,COMGENCategory_Num,0.9754668,0.2627163,3.475395,1
PDx_F00toF09,"Organic, including symptomatic, mental disorders",Chp05_PDx,COMGENCategory_Num,0.9907821,0.2662506,3.4659702,1
PDx_E70toE89,Metabolic disorders,Chp04_PDx,COMGENCategory_Num,1.3394997,0.801108,2.132361,1
PDx_E65toE68,Obesity and other hyperalimentation,Chp04_PDx,COMGENCategory_Num,1.8672885,0.565488,5.619537,1
PDx_E50toE64,Other nutritional deficiencies,Chp04_PDx,COMGENCategory_Num,1.2747042,0.4629933,3.227994,1
PDx_E40toE46,Malnutrition,Chp04_PDx,COMGENCategory_Num,1.1015235,0.2839221,4.1516244,1
PDx_E20toE35,Disorders of other endocrine glands,Chp04_PDx,COMGENCategory_Num,0.8517663,0.3628548,1.7954244,1
PDx_E15toE16,Other disorders of glucose regulation and pancreatic internal secretion,Chp04_PDx,COMGENCategory_Num,0.6432426,0.2261952,1.5998598,1
PDx_E00toE07,Disorders of thyroid gland,Chp04_PDx,COMGENCategory_Num,0.895356,0.2497572,2.9711682,1
PDx_D80toD89,Certain disorders involving the immune mechanism,Chp03_PDx,COMGENCategory_Num,1.0237689,0.2697849,3.7687419,1
PDx_D70toD77,Other diseases of blood and blood-forming organs,Chp03_PDx,COMGENCategory_Num,1.6835049,0.8765064,3.0819096,1
PDx_D65toD69,"Coagulation defects, purpura and other haemorrhagic conditions",Chp03_PDx,COMGENCategory_Num,1.3689522,0.8458758,2.1217581,1
PDx_D60toD64,Aplastic and other anaemias,Chp03_PDx,COMGENCategory_Num,1.7494785,0.7045038,3.9925809,1
PDx_D55toD59,Haemolytic anaemias,Chp03_PDx,COMGENCategory_Num,2.2572396,0.9719325,4.9150332,1
PDx_D50toD53,Nutritional anaemias,Chp03_PDx,COMGENCategory_Num,1.4832279,0.6173244,3.2562684,1
PDx_D37toD48,Neoplasms of uncertain or unknown behaviour,Chp02_PDx,COMGENCategory_Num,0.7740117,0.2603601,2.0392911,1
PDx_D10toD36,Benign neoplasms,Chp02_PDx,COMGENCategory_Num,0.8647254,0.6220368,1.1710314,1
PDx_D00toD09,In situ neoplasms,Chp02_PDx,COMGENCategory_Num,1.142757,0.2898126,4.4308341,1
PDx_C81toC96,"Malignant neoplasms of lymphoid, haematopoietic and related tissue",Chp02_PDx,COMGENCategory_Num,0.8541225,0.3640329,1.8672885,1
PDx_C76toC80,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Chp02_PDx,COMGENCategory_Num,1.2900195,0.3722796,4.1610492,1
PDx_C73toC75,Malignant neoplasms of thyroid and other endocrine glands,Chp02_PDx,COMGENCategory_Num,1.0237689,0.270963,3.6933435,1
PDx_C69toC72,"Malignant neoplasms of eye, brain and other parts of central nervous system",Chp02_PDx,COMGENCategory_Num,0.7233534,0.2155923,2.191266,1
PDx_C64toC68,Malignant neoplasms of urinary tract,Chp02_PDx,COMGENCategory_Num,0.7021476,0.2097018,2.1453201,1
PDx_C60toC63,Malignant neoplasms of male genital organs,Chp02_PDx,COMGENCategory_Num,1.1474694,0.2898126,4.4744238,1
PDx_C45toC49,Malignant neoplasms of mesothelial and soft tissue,Chp02_PDx,COMGENCategory_Num,1.7565471,0.5348574,5.3356149,1
PDx_C43toC44,Melanoma and other malignant neoplasms of skin,Chp02_PDx,COMGENCategory_Num,1.566873,0.4264722,5.4628497,1
PDx_C40toC41,Malignant neoplasms of bone and articular cartilage,Chp02_PDx,COMGENCategory_Num,0.8918217,0.247401,3.027717,1
PDx_C30toC39,Malignant neoplasms of respiratory and intrathoracic organs,Chp02_PDx,COMGENCategory_Num,0.9495486,0.2580039,3.3257763,1
PDx_C15toC26,Malignant neoplasms of digestive organs,Chp02_PDx,COMGENCategory_Num,1.0037412,0.2674287,3.5967393,1
PDx_B99toB99,Other infectious diseases,Chp01_PDx,COMGENCategory_Num,2.6236287,0.82467,7.6741434,1
PDx_B95toB97,"Bacterial, viral and other infectious agents",Chp01_PDx,COMGENCategory_Num,2.1771288,0.9094932,4.8054699,1
PDx_B85toB89,"Pediculosis, acariasis and other infestations",Chp01_PDx,COMGENCategory_Num,0.5560632,0.2014551,1.3630617,1
PDx_B65toB83,Helminthiases,Chp01_PDx,COMGENCategory_Num,0.8282043,0.2367981,2.6365878,1
PDx_B50toB64,Protozoal diseases,Chp01_PDx,COMGENCategory_Num,1.0814958,0.2803878,4.0455954,1
PDx_B35toB49,Mycoses,Chp01_PDx,COMGENCategory_Num,1.237005,0.5195421,2.7108081,1
PDx_B25toB34,Other viral diseases,Chp01_PDx,COMGENCategory_Num,1.0885644,0.9613296,1.2287583,1
PDx_B15toB19,Viral hepatitis,Chp01_PDx,COMGENCategory_Num,1.2911976,0.3734577,4.1787207,1
PDx_B00toB09,Viral infections characterised by skin and mucous membrane lesions,Chp01_PDx,COMGENCategory_Num,1.2157992,0.9295209,1.5656949,1
PDx_A90toA99,Arthropod-borne viral fevers and viral haemorrhagic fevers,Chp01_PDx,COMGENCategory_Num,1.1015235,0.2839221,4.1622273,1
PDx_A80toA89,Viral infections of the central nervous system,Chp01_PDx,COMGENCategory_Num,1.5456672,0.8659035,2.6130258,1
PDx_A75toA79,Rickettsioses,Chp01_PDx,COMGENCategory_Num,1.7848215,0.4629933,6.6350592,1
PDx_A65toA69,Other spirochaetal diseases,Chp01_PDx,COMGENCategory_Num,1.1038797,0.2839221,4.1622273,1
PDx_A50toA64,Infections with a predominantly sexual mode of transmission,Chp01_PDx,COMGENCategory_Num,1.0496871,0.2756754,3.8535651,1
PDx_A30toA49,Other bacterial diseases,Chp01_PDx,COMGENCategory_Num,1.2193335,0.8741502,1.661121,1
PDx_A15toA19,Tuberculosis,Chp01_PDx,COMGENCategory_Num,1.0850301,0.2803878,4.0950756,1
PDx_A00toA09,Intestinal infectious diseases,Chp01_PDx,COMGENCategory_Num,1.1627847,1.0650024,1.2676356,1
PDx_T66toT78,Other and unspecified effects of external causes,Chp19_PDx,EMOTCategory_Num,1.4066514,1.0296594,1.8814257,1
PDx_T51toT65,Toxic effects of substances chiefly nonmedicinal as to source,Chp19_PDx,EMOTCategory_Num,1.3465683,0.8458758,2.0557845,1
PDx_T36toT50,"Poisoning by drugs, medicaments and biological substances",Chp19_PDx,EMOTCategory_Num,1.4396382,1.0626462,1.9132344,1
PDx_T29toT31,Burns of multiple and unspecified body regions,Chp19_PDx,EMOTCategory_Num,0.989604,0.2650725,3.5095599,1
PDx_T26toT28,Burns of eye and internal organs,Chp19_PDx,EMOTCategory_Num,2.2784454,0.7374906,6.5172492,1
PDx_T20toT25,"Burns of external body surface, specified by site",Chp19_PDx,EMOTCategory_Num,1.5609825,1.2075525,1.9921671,1
PDx_T15toT19,Effects of foreign body entering through natural orifice,Chp19_PDx,EMOTCategory_Num,1.8154521,1.4148981,2.2984731,1
PDx_T08toT14,"Injuries to unspecified part of trunk, limb or body region",Chp19_PDx,EMOTCategory_Num,0.718641,0.2733192,1.6646553,1
PDx_T00toT07,Injuries involving multiple body regions,Chp19_PDx,EMOTCategory_Num,1.5444891,0.4217598,5.336793,1
PDx_S90toS99,Injuries to the ankle and foot,Chp19_PDx,EMOTCategory_Num,1.1945934,0.8293824,1.672902,1
PDx_S80toS89,Injuries to the knee and lower leg,Chp19_PDx,EMOTCategory_Num,1.1745657,0.8282043,1.6245999,1
PDx_S70toS79,Injuries to the hip and thigh,Chp19_PDx,EMOTCategory_Num,1.7577252,1.1910591,2.521134,1
PDx_S60toS69,Injuries to the wrist and hand,Chp19_PDx,EMOTCategory_Num,1.0862082,0.8529444,1.3654179,1
PDx_S50toS59,Injuries to the elbow and forearm,Chp19_PDx,EMOTCategory_Num,1.2264021,1.0320156,1.449063,1
PDx_S40toS49,Injuries to the shoulder and upper arm,Chp19_PDx,EMOTCategory_Num,1.1227293,0.8706159,1.425501,1
PDx_S30toS39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",Chp19_PDx,EMOTCategory_Num,1.3524588,0.8081766,2.1547449,1
PDx_S20toS29,Injuries to the thorax,Chp19_PDx,EMOTCategory_Num,1.9391526,0.8340948,4.1139252,1
PDx_S10toS19,Injuries to the neck,Chp19_PDx,EMOTCategory_Num,1.6045722,0.801108,2.9735244,1
PDx_S00toS09,Injuries to the head,Chp19_PDx,EMOTCategory_Num,1.4408163,1.2676356,1.6328466,1
PDx_Q80toQ89,Other congenital malformations,Chp17_PDx,EMOTCategory_Num,1.1698533,0.5619537,2.214828,1
PDx_Q65toQ79,Congenital malformations and deformations of the musculoskeletal system,Chp17_PDx,EMOTCategory_Num,0.9625077,0.5702004,1.5374205,1
PDx_Q60toQ64,Congenital malformations of the urinary system,Chp17_PDx,EMOTCategory_Num,1.0002069,0.2674287,3.5201628,1
PDx_Q50toQ56,Congenital malformations of genital organs,Chp17_PDx,EMOTCategory_Num,1.1521818,0.7280658,1.7483004,1
PDx_Q38toQ45,Other congenital malformations of the digestive system,Chp17_PDx,EMOTCategory_Num,0.977823,0.730422,1.2817728,1
PDx_Q30toQ34,Congenital malformations of the respiratory system,Chp17_PDx,EMOTCategory_Num,1.6670115,0.8340948,3.0819096,1
PDx_Q10toQ18,"Congenital malformations of eye, ear, face and neck",Chp17_PDx,EMOTCategory_Num,0.8694378,0.5572413,1.29591,1
PDx_P90toP96,Other disorders originating in the perinatal period,Chp16_PDx,EMOTCategory_Num,0.9589734,0.483021,1.7518347,1
PDx_P80toP83,Conditions involving the integument and temperature regulation of fetus and newborn,Chp16_PDx,EMOTCategory_Num,1.1404008,0.6326397,1.9285497,1
PDx_P75toP78,Digestive system disorders of fetus and newborn,Chp16_PDx,EMOTCategory_Num,1.0732491,0.2792097,3.9972933,1
PDx_P70toP74,Transitory endocrine and metabolic disorders specific to fetus and newborn,Chp16_PDx,EMOTCategory_Num,1.7129574,0.4512123,6.2262585,1
PDx_P50toP61,Haemorrhagic and haematological disorders of fetus and newborn,Chp16_PDx,EMOTCategory_Num,1.4349258,0.4040883,4.7100438,1
PDx_P35toP39,Infections specific to the perinatal period,Chp16_PDx,EMOTCategory_Num,0.9884259,0.2638944,3.5319438,1
PDx_P20toP29,Respiratory and cardiovascular disorders specific to the perinatal period,Chp16_PDx,EMOTCategory_Num,1.0379061,0.4029102,2.3656248,1
PDx_P10toP15,Birth trauma,Chp16_PDx,EMOTCategory_Num,1.1144826,0.2851002,4.2399819,1
PDx_P05toP08,Disorders related to length of gestation and fetal growth,Chp16_PDx,EMOTCategory_Num,1.0862082,0.2815659,4.0538421,1
PDx_P00toP04,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",Chp16_PDx,EMOTCategory_Num,1.130976,0.2874564,4.3660386,1
PDx_N99toN99,Other disorders of genitourinary tract,Chp14_PDx,EMOTCategory_Num,0.70686,0.2132361,2.0993742,1
PDx_N80toN98,Noninflammatory disorders of female genital tract,Chp14_PDx,EMOTCategory_Num,0.9024246,0.2521134,2.9346471,1
PDx_N70toN77,Inflammatory diseases of female pelvic organs,Chp14_PDx,EMOTCategory_Num,1.1674971,0.35343,3.4070652,1
PDx_N60toN64,Disorders of breast,Chp14_PDx,EMOTCategory_Num,0.9801792,0.3098403,2.7591102,1
PDx_N40toN51,Diseases of male genital organs,Chp14_PDx,EMOTCategory_Num,1.1804562,0.9943164,1.3913361,1
PDx_N30toN39,Other diseases of urinary system,Chp14_PDx,EMOTCategory_Num,1.272348,1.0178784,1.5727635,1
PDx_N25toN29,Other disorders of kidney and ureter,Chp14_PDx,EMOTCategory_Num,1.0214127,0.3216213,2.8686735,1
PDx_N20toN23,Urolithiasis,Chp14_PDx,EMOTCategory_Num,1.3583493,0.388773,4.3719291,1
PDx_N17toN19,Renal failure,Chp14_PDx,EMOTCategory_Num,1.0390842,0.2733192,3.7557828,1
PDx_N10toN16,Renal tubulo-interstitial diseases,Chp14_PDx,EMOTCategory_Num,1.024947,0.5489946,1.7718624,1
PDx_N00toN08,Glomerular diseases,Chp14_PDx,EMOTCategory_Num,0.5572413,0.2014551,1.3595274,1
PDx_M91toM94,Chondropathies,Chp13_PDx,EMOTCategory_Num,1.001385,0.3145527,2.8474677,1
PDx_M86toM90,Other osteopathies,Chp13_PDx,EMOTCategory_Num,1.3135815,0.6703389,2.3785839,1
PDx_M80toM85,Disorders of bone density and structure,Chp13_PDx,EMOTCategory_Num,1.3936923,0.553707,3.1478832,1
PDx_M70toM79,Other soft tissue disorders,Chp13_PDx,EMOTCategory_Num,1.8908505,1.0767834,3.1490613,1
PDx_M65toM68,Disorders of synovium and tendon,Chp13_PDx,EMOTCategory_Num,1.5939693,1.0767834,2.285514,1
PDx_M60toM63,Disorders of muscles,Chp13_PDx,EMOTCategory_Num,1.354815,0.6114339,2.7225891,1
PDx_M50toM54,Other dorsopathies,Chp13_PDx,EMOTCategory_Num,0.765765,0.2580039,2.0192634,1
PDx_M45toM49,Spondylopathies,Chp13_PDx,EMOTCategory_Num,1.5327081,0.4924458,4.2635439,1
PDx_M40toM43,Deforming dorsopathies,Chp13_PDx,EMOTCategory_Num,1.4290353,0.5230764,3.451833,1
PDx_M20toM25,Other joint disorders,Chp13_PDx,EMOTCategory_Num,1.4467068,0.9153837,2.1924441,1
PDx_M15toM19,Arthrosis,Chp13_PDx,EMOTCategory_Num,1.1616066,0.2921688,4.5816309,1
PDx_M05toM14,Inflammatory polyarthropathies,Chp13_PDx,EMOTCategory_Num,1.1521818,0.4995144,2.403324,1
PDx_M00toM03,Infectious arthropathies,Chp13_PDx,EMOTCategory_Num,1.248786,0.5713785,2.4728319,1
PDx_L80toL99,Other disorders of the skin and subcutaneous tissue,Chp12_PDx,EMOTCategory_Num,1.7954244,1.130976,2.7343701,1
PDx_L60toL75,Disorders of skin appendages,Chp12_PDx,EMOTCategory_Num,0.8988903,0.4252941,1.7164917,1
PDx_L55toL59,Radiation-related disorders of the skin and subcutaneous tissue,Chp12_PDx,EMOTCategory_Num,1.507968,0.4818429,4.2965307,1
PDx_L50toL54,Urticaria and erythema,Chp12_PDx,EMOTCategory_Num,0.9978507,0.5996529,1.5715854,1
PDx_L40toL45,Papulosquamous disorders,Chp12_PDx,EMOTCategory_Num,1.0579338,0.3275118,3.0489228,1
PDx_L20toL30,Dermatitis and eczema,Chp12_PDx,EMOTCategory_Num,0.9000684,0.5619537,1.3736646,1
PDx_L10toL14,Bullous disorders,Chp12_PDx,EMOTCategory_Num,1.0638243,0.2780316,3.9266073,1
PDx_L00toL08,Infections of the skin and subcutaneous tissue,Chp12_PDx,EMOTCategory_Num,1.2829509,1.072071,1.5232833,1
PDx_K90toK93,Other diseases of the digestive system,Chp11_PDx,EMOTCategory_Num,1.1486475,0.7280658,1.7329851,1
PDx_K80toK87,"Disorders of gallbladder, biliary tract and pancreas",Chp11_PDx,EMOTCategory_Num,1.0520433,0.3263337,3.0194703,1
PDx_K70toK77,Diseases of liver,Chp11_PDx,EMOTCategory_Num,0.8941779,0.2497572,2.957031,1
